date,site,plot,transect,segment,plant,total_flowers,notes
6/15/17,Avery Picnic,Manipulated,M1,5,Mertensia fusiformis,1,
6/15/17,Avery Picnic,Manipulated,M1,5,Androsace septentrionalis,17,
6/15/17,Avery Picnic,Manipulated,M2,1,Delphinium nuttallianum,33,
6/15/17,Avery Picnic,Manipulated,M2,1,Taraxacum officinale,1,
6/15/17,Avery Picnic,Manipulated,M2,1,Androsace septentrionalis,47,
6/15/17,Avery Picnic,Manipulated,M2,2,Delphinium nuttallianum,69,
6/15/17,Avery Picnic,Manipulated,M2,2,Androsace septentrionalis,23,
6/15/17,Avery Picnic,Manipulated,M2,2,Mertensia fusiformis,20,
6/15/17,Avery Picnic,Manipulated,M2,3,Delphinium nuttallianum,28,
6/15/17,Avery Picnic,Manipulated,M2,3,Taraxacum officinale,1,
6/15/17,Avery Picnic,Manipulated,M2,3,Mertensia fusiformis,4,
6/15/17,Avery Picnic,Manipulated,M2,3,Androsace septentrionalis,12,
6/15/17,Avery Picnic,Manipulated,M2,4,Delphinium nuttallianum,10,
6/15/17,Avery Picnic,Manipulated,M2,4,Mertensia fusiformis,2,
6/15/17,Avery Picnic,Manipulated,M2,4,Androsace septentrionalis,2,
6/15/17,Avery Picnic,Manipulated,M2,5,Taraxacum officinale,1,
6/15/17,Avery Picnic,Manipulated,M2,5,Delphinium nuttallianum,9,
6/15/17,Avery Picnic,Manipulated,M2,5,Mertensia fusiformis,3,
6/15/17,Avery Picnic,Manipulated,M2,5,Lathyrus leucanthus,1,
6/15/17,Avery Picnic,Manipulated,M2,5,Ranunculus inamoenus,1,
6/15/17,Avery Picnic,Manipulated,M3,1,Delphinium nuttallianum,4,
6/15/17,Avery Picnic,Manipulated,M3,1,Androsace septentrionalis,17,
6/15/17,Avery Picnic,Manipulated,M3,1,Lathyrus leucanthus,1,
6/15/17,Avery Picnic,Manipulated,M3,2,Boechera stricta,2,
6/15/17,Avery Picnic,Manipulated,M3,2,Mertensia fusiformis,8,
6/15/17,Avery Picnic,Manipulated,M3,2,Androsace septentrionalis,37,
6/15/17,Avery Picnic,Manipulated,M3,2,Fragaria virginiana,1,
6/15/17,Avery Picnic,Manipulated,M3,2,Lathyrus leucanthus,2,
6/15/17,Avery Picnic,Manipulated,M3,2,Taraxacum officinale,3,
6/15/17,Avery Picnic,Manipulated,M3,2,Ranunculus inamoenus,1,
6/15/17,Avery Picnic,Manipulated,M3,3,Delphinium nuttallianum,16,
6/15/17,Avery Picnic,Manipulated,M3,3,Taraxacum officinale,1,
6/15/17,Avery Picnic,Manipulated,M3,3,Mertensia fusiformis,3,
6/15/17,Avery Picnic,Manipulated,M3,3,Fragaria virginiana,1,
6/15/17,Avery Picnic,Manipulated,M3,4,Delphinium nuttallianum,3,
6/15/17,Avery Picnic,Manipulated,M3,4,Lathyrus leucanthus,8,
6/15/17,Avery Picnic,Manipulated,M3,4,Androsace septentrionalis,6,
6/15/17,Avery Picnic,Manipulated,M3,5,Taraxacum officinale,4,
6/15/17,Avery Picnic,Manipulated,M3,5,Delphinium nuttallianum,7,
6/15/17,Avery Picnic,Manipulated,M3,5,Mertensia fusiformis,6,
6/20/17,Meridian,Control,C3,1,Delphinium nuttallianum,3,
6/20/17,Meridian,Control,C3,1,Taraxacum officinale,1,
6/20/17,Meridian,Control,C3,1,Androsace septentrionalis,9,
6/20/17,Meridian,Control,C3,2,Valeriana occidentalis,1,
6/20/17,Meridian,Control,C3,2,Pseudocymopterus montanus,3,
6/20/17,Meridian,Control,C3,2,Ranunculus inamoenus,1,
6/20/17,Meridian,Control,C3,2,Mertensia fusiformis,2,
6/20/17,Meridian,Control,C3,2,Delphinium nuttallianum,2,
6/20/17,Meridian,Control,C3,2,Androsace septentrionalis,18,
6/20/17,Meridian,Control,C3,3,Pseudocymopterus montanus,4,
6/20/17,Meridian,Control,C3,3,Draba aurea,83,
6/20/17,Meridian,Control,C3,3,Delphinium nuttallianum,4,
6/20/17,Meridian,Control,C3,3,Androsace septentrionalis,4,
6/20/17,Meridian,Control,C3,3,Lathyrus leucanthus,4,
6/20/17,Meridian,Control,C3,4,Pseudocymopterus montanus,9,
6/20/17,Meridian,Control,C3,4,Delphinium nuttallianum,2,
6/20/17,Meridian,Control,C3,4,Lathyrus leucanthus,3,
6/20/17,Meridian,Control,C3,4,Draba aurea,75,
6/20/17,Meridian,Control,C3,4,Mertensia fusiformis,4,
6/20/17,Meridian,Control,C3,4,Androsace septentrionalis,15,
6/20/17,Meridian,Control,C3,5,Draba aurea,98,
6/20/17,Meridian,Control,C3,5,Delphinium nuttallianum,7,
6/20/17,Meridian,Control,C3,5,Mertensia fusiformis,7,
6/20/17,Meridian,Control,C3,5,Pseudocymopterus montanus,11,
6/20/17,Meridian,Control,C3,5,Lathyrus leucanthus,8,
6/20/17,Meridian,Control,C3,5,Boechera stricta,1,
6/20/17,Meridian,Control,C3,5,Androsace septentrionalis,8,
6/20/17,Meridian,Control,C3,5,Ranunculus inamoenus,1,
6/20/17,Meridian,Control,C1,1,Draba aurea,113,
6/20/17,Meridian,Control,C1,1,Pseudocymopterus montanus,15,
6/20/17,Meridian,Control,C1,1,Delphinium nuttallianum,5,
6/20/17,Meridian,Control,C1,1,Androsace septentrionalis,8,
6/20/17,Meridian,Control,C1,1,Ranunculus inamoenus,1,
6/20/17,Meridian,Control,C1,2,Pseudocymopterus montanus,5,
6/20/17,Meridian,Control,C1,2,Androsace septentrionalis,4,
6/20/17,Meridian,Control,C1,3,Draba aurea,14,
6/20/17,Meridian,Control,C1,3,Pseudocymopterus montanus,9,
6/20/17,Meridian,Control,C1,3,Ranunculus inamoenus,3,
6/20/17,Meridian,Control,C1,3,Viola adunca,3,
6/20/17,Meridian,Control,C1,4,Draba aurea,66,
6/20/17,Meridian,Control,C1,4,Pseudocymopterus montanus,11,
6/20/17,Meridian,Control,C1,4,Delphinium nuttallianum,7,
6/20/17,Meridian,Control,C1,4,Lathyrus leucanthus,7,
6/20/17,Meridian,Control,C1,4,Ranunculus inamoenus,1,
6/20/17,Meridian,Control,C1,5,Draba aurea,69,
6/20/17,Meridian,Control,C1,5,Pseudocymopterus montanus,11,
6/20/17,Meridian,Control,C1,5,Lathyrus leucanthus,4,
6/20/17,Meridian,Control,C1,5,Delphinium nuttallianum,4,
6/20/17,Meridian,Control,C1,5,Valeriana occidentalis,1,
6/20/17,Meridian,Control,C1,5,Androsace septentrionalis,8,
6/20/17,Meridian,Control,C2,1,Draba aurea,27,
6/20/17,Meridian,Control,C2,1,Taraxacum officinale,1,
6/20/17,Meridian,Control,C2,1,Pseudocymopterus montanus,5,
6/20/17,Meridian,Control,C2,1,Viola praemorsa,3,
6/20/17,Meridian,Control,C2,1,Delphinium nuttallianum,4,
6/20/17,Meridian,Control,C2,2,Taraxacum officinale,1,
6/20/17,Meridian,Control,C2,2,Mertensia fusiformis,7,
6/20/17,Meridian,Control,C2,2,Draba aurea,5,
6/20/17,Meridian,Control,C2,2,Androsace septentrionalis,2,
6/20/17,Meridian,Control,C2,2,Delphinium nuttallianum,1,
6/20/17,Meridian,Control,C2,3,Ranunculus inamoenus,4,
6/20/17,Meridian,Control,C2,3,Pseudocymopterus montanus,4,
6/20/17,Meridian,Control,C2,3,Draba aurea,14,
6/20/17,Meridian,Control,C2,3,Valeriana occidentalis,3,
6/20/17,Meridian,Control,C2,4,Pseudocymopterus montanus,5,
6/20/17,Meridian,Control,C2,4,Mertensia fusiformis,2,
6/20/17,Meridian,Control,C2,4,Draba aurea,51,
6/20/17,Meridian,Control,C2,4,Ranunculus inamoenus,1,
6/20/17,Meridian,Control,C2,4,Delphinium nuttallianum,13,
6/20/17,Meridian,Control,C2,4,Androsace septentrionalis,2,
6/20/17,Meridian,Control,C2,5,Draba aurea,10,
6/20/17,Meridian,Control,C2,5,Delphinium nuttallianum,13,
6/20/17,Meridian,Control,C2,5,Pseudocymopterus montanus,5,
6/20/17,Meridian,Control,C2,5,Mertensia fusiformis,2,
6/20/17,Meridian,Control,C2,5,Lathyrus leucanthus,11,
6/20/17,Meridian,Control,C3,1,Valeriana occidentalis,14,
6/20/17,Meridian,Control,C3,1,Draba aurea,66,
6/20/17,Meridian,Manipulated,M1,1,Draba aurea,30,
6/20/17,Meridian,Manipulated,M1,1,Pseudocymopterus montanus,4,
6/20/17,Meridian,Manipulated,M1,2,Draba aurea,43,
6/20/17,Meridian,Manipulated,M1,2,Pseudocymopterus montanus,4,
6/20/17,Meridian,Manipulated,M1,3,Draba aurea,60,
6/20/17,Meridian,Manipulated,M1,3,Pseudocymopterus montanus,6,
6/20/17,Meridian,Manipulated,M1,3,Ranunculus inamoenus,1,
6/20/17,Meridian,Manipulated,M1,4,Draba aurea,13,
6/20/17,Meridian,Manipulated,M1,4,Pseudocymopterus montanus,1,
6/20/17,Meridian,Manipulated,M1,4,Delphinium nuttallianum,1,
6/20/17,Meridian,Manipulated,M1,5,Delphinium nuttallianum,2,
6/20/17,Meridian,Manipulated,M1,5,Draba aurea,36,
6/20/17,Meridian,Manipulated,M1,5,Pseudocymopterus montanus,1,
6/20/17,Meridian,Manipulated,M1,5,Androsace septentrionalis,2,
6/20/17,Meridian,Manipulated,M2,1,Viola adunca,16,
6/20/17,Meridian,Manipulated,M2,1,Taraxacum officinale,1,
6/20/17,Meridian,Manipulated,M2,1,Mertensia fusiformis,5,
6/20/17,Meridian,Manipulated,M2,1,Pseudocymopterus montanus,2,
6/20/17,Meridian,Manipulated,M2,1,Draba aurea,26,
6/20/17,Meridian,Manipulated,M2,1,Androsace septentrionalis,14,
6/20/17,Meridian,Manipulated,M2,2,Pseudocymopterus montanus,4,
6/20/17,Meridian,Manipulated,M2,2,Androsace septentrionalis,9,
6/20/17,Meridian,Manipulated,M2,2,Draba aurea,32,
6/20/17,Meridian,Manipulated,M2,3,Androsace septentrionalis,7,
6/20/17,Meridian,Manipulated,M2,3,Draba aurea,24,
6/20/17,Meridian,Manipulated,M2,3,Pseudocymopterus montanus,3,
6/20/17,Meridian,Manipulated,M2,4,Draba aurea,64,
6/20/17,Meridian,Manipulated,M2,4,Taraxacum officinale,2,
6/20/17,Meridian,Manipulated,M2,4,Delphinium nuttallianum,2,
6/20/17,Meridian,Manipulated,M2,4,Viola adunca,4,
6/20/17,Meridian,Manipulated,M2,5,Valeriana occidentalis,9,
6/20/17,Meridian,Manipulated,M2,5,Draba aurea,51,
6/20/17,Meridian,Manipulated,M2,5,Pseudocymopterus montanus,2,
6/20/17,Meridian,Manipulated,M3,1,Draba aurea,70,
6/20/17,Meridian,Manipulated,M3,1,Pseudocymopterus montanus,12,
6/20/17,Meridian,Manipulated,M3,1,Viola adunca,1,
6/20/17,Meridian,Manipulated,M3,2,Draba aurea,73,
6/20/17,Meridian,Manipulated,M3,2,Viola adunca,3,
6/20/17,Meridian,Manipulated,M3,2,Pseudocymopterus montanus,8,
6/20/17,Meridian,Manipulated,M3,3,Draba aurea,70,
6/20/17,Meridian,Manipulated,M3,3,Viola adunca,3,
6/20/17,Meridian,Manipulated,M3,3,Valeriana occidentalis,1,
6/20/17,Meridian,Manipulated,M3,4,Pseudocymopterus montanus,6,
6/20/17,Meridian,Manipulated,M3,4,Delphinium nuttallianum,4,
6/20/17,Meridian,Manipulated,M3,4,Fragaria virginiana,2,
6/20/17,Meridian,Manipulated,M3,4,Draba aurea,138,
6/20/17,Meridian,Manipulated,M3,5,Pseudocymopterus montanus,4,
6/20/17,Meridian,Manipulated,M3,5,Draba aurea,52,
6/20/17,Meridian,Manipulated,M3,5,Valeriana occidentalis,1,
6/20/17,Meridian,Manipulated,M3,5,Delphinium nuttallianum,6,
6/21/17,Pfeiler,Manipulated,M3,3,Boechera stricta,2,
6/21/17,Pfeiler,Manipulated,M3,3,Mertensia fusiformis,61,
6/21/17,Pfeiler,Manipulated,M3,3,Delphinium nuttallianum,2,
6/21/17,Pfeiler,Manipulated,M3,3,Androsace septentrionalis,3,
6/21/17,Pfeiler,Manipulated,M3,4,Androsace septentrionalis,11,
6/21/17,Pfeiler,Manipulated,M3,4,Pseudocymopterus montanus,3,
6/21/17,Pfeiler,Manipulated,M3,4,Boechera stricta,2,
6/21/17,Pfeiler,Manipulated,M3,4,Delphinium nuttallianum,8,
6/21/17,Pfeiler,Manipulated,M3,4,Mertensia fusiformis,22,
6/21/17,Pfeiler,Manipulated,M3,5,Androsace septentrionalis,14,
6/21/17,Pfeiler,Manipulated,M3,5,Viola praemorsa,2,
6/21/17,Pfeiler,Manipulated,M3,5,Boechera stricta,3,
6/21/17,Pfeiler,Manipulated,M3,5,Mertensia fusiformis,3,
6/21/17,Pfeiler,Manipulated,M2,1,Boechera stricta,1,
6/21/17,Pfeiler,Manipulated,M2,1,Viola praemorsa,6,
6/21/17,Pfeiler,Manipulated,M2,1,Mertensia fusiformis,2,
6/21/17,Pfeiler,Manipulated,M2,2,Androsace septentrionalis,33,
6/21/17,Pfeiler,Manipulated,M2,2,Viola praemorsa,11,
6/21/17,Pfeiler,Manipulated,M2,3,Mertensia fusiformis,21,
6/21/17,Pfeiler,Manipulated,M2,3,Androsace septentrionalis,32,
6/21/17,Pfeiler,Manipulated,M2,3,Boechera stricta,5,
6/21/17,Pfeiler,Manipulated,M2,3,Viola praemorsa,5,
6/21/17,Pfeiler,Manipulated,M2,4,Boechera stricta,1,
6/21/17,Pfeiler,Manipulated,M2,4,Delphinium nuttallianum,2,
6/21/17,Pfeiler,Manipulated,M2,4,Mertensia fusiformis,4,
6/21/17,Pfeiler,Manipulated,M2,4,Androsace septentrionalis,4,
6/21/17,Pfeiler,Manipulated,M2,4,Viola praemorsa,3,
6/21/17,Pfeiler,Manipulated,M2,5,Mertensia fusiformis,6,
6/21/17,Pfeiler,Manipulated,M2,5,Viola praemorsa,4,
6/21/17,Pfeiler,Manipulated,M2,5,Androsace septentrionalis,9,
6/21/17,Pfeiler,Manipulated,M2,5,Delphinium nuttallianum,2,
6/21/17,Pfeiler,Manipulated,M1,5,Delphinium nuttallianum,10,
6/21/17,Pfeiler,Manipulated,M1,5,Androsace septentrionalis,4,
6/21/17,Pfeiler,Manipulated,M1,5,Mertensia fusiformis,18,
6/21/17,Pfeiler,Manipulated,M1,4,Delphinium nuttallianum,6,
6/21/17,Pfeiler,Manipulated,M1,4,Lathyrus leucanthus,1,
6/21/17,Pfeiler,Manipulated,M1,4,Androsace septentrionalis,12,
6/21/17,Pfeiler,Manipulated,M1,4,Mertensia fusiformis,6,
6/21/17,Pfeiler,Manipulated,M1,3,Taraxacum officinale,2,
6/21/17,Pfeiler,Manipulated,M1,3,Androsace septentrionalis,361,
6/21/17,Pfeiler,Manipulated,M1,3,Mertensia fusiformis,28,
6/21/17,Pfeiler,Manipulated,M1,3,Lathyrus leucanthus,4,
6/21/17,Pfeiler,Manipulated,M1,2,Lathyrus leucanthus,12,
6/21/17,Pfeiler,Manipulated,M1,2,Taraxacum officinale,2,
6/21/17,Pfeiler,Manipulated,M1,2,Boechera stricta,5,
6/21/17,Pfeiler,Manipulated,M1,2,Mertensia fusiformis,16,
6/21/17,Pfeiler,Manipulated,M1,2,Androsace septentrionalis,10,
6/21/17,Pfeiler,Manipulated,M1,1,Viola praemorsa,1,
6/21/17,Pfeiler,Manipulated,M1,1,Mertensia fusiformis,10,
6/21/17,Pfeiler,Manipulated,M1,1,Androsace septentrionalis,25,
6/21/17,Pfeiler,Manipulated,M1,1,Lathyrus leucanthus,2,
6/21/17,Pfeiler,Control,C1,1,Viola praemorsa,11,
6/21/17,Pfeiler,Control,C1,1,Claytonia lanceolata,1,
6/21/17,Pfeiler,Control,C1,2,Androsace septentrionalis,27,
6/21/17,Pfeiler,Control,C1,2,Viola praemorsa,23,
6/21/17,Pfeiler,Control,C1,3,Viola praemorsa,16,
6/21/17,Pfeiler,Control,C1,3,Androsace septentrionalis,11,
6/21/17,Pfeiler,Control,C1,3,Claytonia lanceolata,1,
6/21/17,Pfeiler,Control,C1,3,Mertensia fusiformis,4,
6/21/17,Pfeiler,Control,C1,4,Mertensia fusiformis,34,
6/21/17,Pfeiler,Control,C1,4,Viola praemorsa,10,
6/21/17,Pfeiler,Control,C1,4,Delphinium nuttallianum,1,
6/21/17,Pfeiler,Control,C1,5,Mertensia fusiformis,39,
6/21/17,Pfeiler,Control,C1,5,Viola praemorsa,9,
6/21/17,Pfeiler,Control,C1,5,Androsace septentrionalis,32,
6/21/17,Pfeiler,Control,C2,1,Viola praemorsa,12,
6/21/17,Pfeiler,Control,C2,1,Androsace septentrionalis,2,
6/21/17,Pfeiler,Control,C2,2,Viola praemorsa,21,
6/21/17,Pfeiler,Control,C2,2,Mertensia fusiformis,6,
6/21/17,Pfeiler,Control,C2,3,Mertensia fusiformis,70,
6/21/17,Pfeiler,Control,C2,3,Viola praemorsa,26,
6/21/17,Pfeiler,Control,C2,4,Mertensia fusiformis,25,
6/21/17,Pfeiler,Control,C2,4,Viola praemorsa,18,
6/21/17,Pfeiler,Control,C2,5,Viola praemorsa,22,
6/21/17,Pfeiler,Control,C2,5,Androsace septentrionalis,51,
6/21/17,Pfeiler,Control,C2,5,Mertensia fusiformis,6,
6/21/17,Pfeiler,Control,C3,1,Mertensia fusiformis,13,
6/21/17,Pfeiler,Control,C3,1,Androsace septentrionalis,20,
6/21/17,Pfeiler,Control,C3,1,Viola praemorsa,6,
6/21/17,Pfeiler,Control,C3,2,Androsace septentrionalis,9,
6/21/17,Pfeiler,Control,C3,2,Viola praemorsa,10,
6/21/17,Pfeiler,Control,C3,2,Mertensia fusiformis,17,
6/21/17,Pfeiler,Control,C3,3,Androsace septentrionalis,7,
6/21/17,Pfeiler,Control,C3,3,Mertensia fusiformis,13,
6/21/17,Pfeiler,Control,C3,3,Viola praemorsa,16,
6/21/17,Pfeiler,Control,C3,4,Viola praemorsa,22,
6/21/17,Pfeiler,Control,C3,4,Androsace septentrionalis,45,
6/21/17,Pfeiler,Control,C3,4,Mertensia fusiformis,46,
6/21/17,Pfeiler,Control,C3,5,Mertensia fusiformis,59,
6/21/17,Pfeiler,Control,C3,5,Androsace septentrionalis,27,
6/21/17,Pfeiler,Control,C3,5,Viola praemorsa,25,
6/21/17,Pfeiler,Manipulated,M3,1,Boechera stricta,5,
6/21/17,Pfeiler,Manipulated,M3,1,Androsace septentrionalis,9,
6/21/17,Pfeiler,Manipulated,M3,1,Delphinium nuttallianum,1,
6/21/17,Pfeiler,Manipulated,M3,1,Viola praemorsa,9,
6/21/17,Pfeiler,Manipulated,M3,1,Mertensia fusiformis,69,
6/21/17,Pfeiler,Manipulated,M3,2,Delphinium nuttallianum,5,
6/21/17,Pfeiler,Manipulated,M3,2,Taraxacum officinale,1,
6/21/17,Pfeiler,Manipulated,M3,2,Lathyrus leucanthus,1,
6/21/17,Pfeiler,Manipulated,M3,2,Mertensia fusiformis,8,
6/22/17,Avery Picnic,Control,C1,1,Ranunculus inamoenus,1,
6/22/17,Avery Picnic,Control,C1,1,Androsace septentrionalis,17,
6/22/17,Avery Picnic,Control,C1,2,Taraxacum officinale,1,
6/22/17,Avery Picnic,Control,C1,2,Fragaria virginiana,18,
6/22/17,Avery Picnic,Control,C1,2,Draba aurea,10,
6/22/17,Avery Picnic,Control,C1,2,Mertensia fusiformis,2,
6/22/17,Avery Picnic,Control,C1,2,Pseudocymopterus montanus,5,
6/22/17,Avery Picnic,Control,C1,2,Androsace septentrionalis,1,
6/22/17,Avery Picnic,Control,C1,3,Pseudocymopterus montanus,2,
6/22/17,Avery Picnic,Control,C1,3,Taraxacum officinale,2,
6/22/17,Avery Picnic,Control,C1,3,Viola praemorsa,1,
6/22/17,Avery Picnic,Control,C1,3,Fragaria virginiana,8,
6/22/17,Avery Picnic,Control,C1,4,Taraxacum officinale,2,
6/22/17,Avery Picnic,Control,C1,5,Androsace septentrionalis,35,
6/22/17,Avery Picnic,Control,C1,5,Taraxacum officinale,1,
6/22/17,Avery Picnic,Control,C1,5,Ranunculus inamoenus,1,
6/22/17,Avery Picnic,Control,C2,1,Hydrophyllum fendleri,132,
6/22/17,Avery Picnic,Control,C2,2,Hydrophyllum fendleri,7,
6/22/17,Avery Picnic,Control,C2,2,Taraxacum officinale,1,
6/22/17,Avery Picnic,Control,C2,2,Lathyrus leucanthus,4,
6/22/17,Avery Picnic,Control,C2,3,Pseudocymopterus montanus,1,
6/22/17,Avery Picnic,Control,C2,3,Lathyrus leucanthus,1,
6/22/17,Avery Picnic,Control,C2,4,Lathyrus leucanthus,9,
6/22/17,Avery Picnic,Control,C2,4,Ranunculus inamoenus,3,
6/22/17,Avery Picnic,Control,C2,5,Valeriana occidentalis,1,
6/22/17,Avery Picnic,Control,C2,5,Ranunculus inamoenus,6,
6/22/17,Avery Picnic,Control,C2,5,Lathyrus leucanthus,4,
6/22/17,Avery Picnic,Control,C2,5,Mertensia fusiformis,1,
6/22/17,Avery Picnic,Manipulated,M3,1,Vicia americana,3,
6/22/17,Avery Picnic,Manipulated,M3,1,Delphinium nuttallianum,6,
6/22/17,Avery Picnic,Manipulated,M3,1,Lathyrus leucanthus,68,
6/22/17,Avery Picnic,Manipulated,M3,1,Androsace septentrionalis,11,
6/22/17,Avery Picnic,Manipulated,M3,1,Thalictrum fendleri,82,
6/22/17,Avery Picnic,Manipulated,M3,2,Boechera stricta,1,
6/22/17,Avery Picnic,Manipulated,M3,2,Androsace septentrionalis,27,
6/22/17,Avery Picnic,Manipulated,M3,2,Lathyrus leucanthus,114,
6/22/17,Avery Picnic,Manipulated,M3,2,Delphinium nuttallianum,30,
6/22/17,Avery Picnic,Manipulated,M3,2,Taraxacum officinale,2,
6/22/17,Avery Picnic,Manipulated,M3,2,Ranunculus inamoenus,1,
6/22/17,Avery Picnic,Manipulated,M3,3,Potentilla pulcherrima,1,
6/22/17,Avery Picnic,Manipulated,M3,3,Delphinium nuttallianum,23,
6/22/17,Avery Picnic,Manipulated,M3,3,Lathyrus leucanthus,115,
6/22/17,Avery Picnic,Manipulated,M3,3,Fragaria virginiana,1,
6/22/17,Avery Picnic,Manipulated,M3,4,Potentilla pulcherrima,1,
6/22/17,Avery Picnic,Manipulated,M3,4,Delphinium nuttallianum,2,
6/22/17,Avery Picnic,Manipulated,M3,4,Lathyrus leucanthus,185,
6/22/17,Avery Picnic,Manipulated,M3,5,Potentilla pulcherrima,3,
6/22/17,Avery Picnic,Manipulated,M3,5,Delphinium nuttallianum,8,
6/22/17,Avery Picnic,Manipulated,M3,5,Lathyrus leucanthus,174,
6/22/17,Avery Picnic,Manipulated,M3,5,Androsace septentrionalis,2,
6/22/17,Avery Picnic,Control,C3,1,Taraxacum officinale,1,
6/22/17,Avery Picnic,Control,C3,1,Hydrophyllum fendleri,69,
6/22/17,Avery Picnic,Control,C3,2,Taraxacum officinale,1,
6/22/17,Avery Picnic,Control,C3,2,Hydrophyllum fendleri,57,
6/22/17,Avery Picnic,Control,C3,3,Lathyrus leucanthus,10,
6/22/17,Avery Picnic,Control,C3,3,Androsace septentrionalis,21,
6/22/17,Avery Picnic,Control,C3,3,Viola adunca,3,
6/22/17,Avery Picnic,Control,C3,3,Thalictrum fendleri,8,
6/22/17,Avery Picnic,Control,C3,4,Androsace septentrionalis,16,
6/22/17,Avery Picnic,Control,C3,4,Hydrophyllum fendleri,9,
6/22/17,Avery Picnic,Control,C3,4,Pseudocymopterus montanus,3,
6/22/17,Avery Picnic,Control,C3,4,Ranunculus inamoenus,2,
6/22/17,Avery Picnic,Control,C3,4,Lathyrus leucanthus,3,
6/22/17,Avery Picnic,Control,C3,4,Androsace septentrionalis,9,
6/22/17,Avery Picnic,Control,C3,4,Ranunculus inamoenus,1,
6/22/17,Avery Picnic,Control,C3,5,Lathyrus leucanthus,1,
6/22/17,Avery Picnic,Control,C3,5,Thalictrum fendleri,29,
6/22/17,Avery Picnic,Control,C3,5,Androsace septentrionalis,9,
6/22/17,Avery Picnic,Manipulated,M1,1,Delphinium nuttallianum,8,
6/22/17,Avery Picnic,Manipulated,M1,1,Potentilla pulcherrima,1,
6/22/17,Avery Picnic,Manipulated,M1,2,Lathyrus leucanthus,52,
6/22/17,Avery Picnic,Manipulated,M1,2,Delphinium nuttallianum,11,
6/22/17,Avery Picnic,Manipulated,M1,2,Lathyrus leucanthus,98,
6/22/17,Avery Picnic,Manipulated,M1,2,Androsace septentrionalis,5,
6/22/17,Avery Picnic,Manipulated,M1,2,Potentilla pulcherrima,2,
6/22/17,Avery Picnic,Manipulated,M1,3,Potentilla pulcherrima,5,
6/22/17,Avery Picnic,Manipulated,M1,3,Delphinium nuttallianum,30,
6/22/17,Avery Picnic,Manipulated,M1,3,Lathyrus leucanthus,390,
6/22/17,Avery Picnic,Manipulated,M1,3,Androsace septentrionalis,7,
6/22/17,Avery Picnic,Manipulated,M1,4,Delphinium nuttallianum,9,
6/22/17,Avery Picnic,Manipulated,M1,4,Potentilla pulcherrima,5,
6/22/17,Avery Picnic,Manipulated,M1,4,Lathyrus leucanthus,356,
6/22/17,Avery Picnic,Manipulated,M1,4,Taraxacum officinale,3,
6/22/17,Avery Picnic,Manipulated,M1,5,Potentilla pulcherrima,8,
6/22/17,Avery Picnic,Manipulated,M1,5,Lathyrus leucanthus,144,
6/22/17,Avery Picnic,Manipulated,M1,5,Delphinium nuttallianum,14,
6/22/17,Avery Picnic,Manipulated,M2,1,Potentilla pulcherrima,13,
6/22/17,Avery Picnic,Manipulated,M2,1,Delphinium nuttallianum,23,
6/22/17,Avery Picnic,Manipulated,M2,1,Lathyrus leucanthus,86,
6/22/17,Avery Picnic,Manipulated,M2,1,Androsace septentrionalis,26,
6/22/17,Avery Picnic,Manipulated,M2,2,Lathyrus leucanthus,181,
6/22/17,Avery Picnic,Manipulated,M2,2,Delphinium nuttallianum,61,
6/22/17,Avery Picnic,Manipulated,M2,2,Androsace septentrionalis,90,
6/22/17,Avery Picnic,Manipulated,M2,3,Lathyrus leucanthus,98,
6/22/17,Avery Picnic,Manipulated,M2,3,Androsace septentrionalis,8,
6/22/17,Avery Picnic,Manipulated,M2,3,Delphinium nuttallianum,45,
6/22/17,Avery Picnic,Manipulated,M2,4,Lathyrus leucanthus,99,
6/22/17,Avery Picnic,Manipulated,M2,4,Delphinium nuttallianum,5,
6/22/17,Avery Picnic,Manipulated,M2,5,Lathyrus leucanthus,143,
6/22/17,Avery Picnic,Manipulated,M2,5,Boechera stricta,3,
6/22/17,Avery Picnic,Manipulated,M2,5,Delphinium nuttallianum,10,
6/26/17,Meridian,Manipulated,M1,1,Draba aurea,4,
6/26/17,Meridian,Manipulated,M1,1,Pseudocymopterus montanus,6,
6/26/17,Meridian,Manipulated,M1,1,Taraxacum officinale,1,
6/26/17,Meridian,Manipulated,M1,2,Draba aurea,24,
6/26/17,Meridian,Manipulated,M1,2,Pseudocymopterus montanus,7,
6/26/17,Meridian,Manipulated,M1,2,Valeriana occidentalis,9,
6/26/17,Meridian,Manipulated,M1,3,Pseudocymopterus montanus,9,
6/26/17,Meridian,Manipulated,M1,3,Draba aurea,45,
6/26/17,Meridian,Manipulated,M1,3,Heuchera parviflora,6,
6/26/17,Meridian,Manipulated,M1,3,Delphinium nuttallianum,4,
6/26/17,Meridian,Manipulated,M1,4,Senecio crassulus,2,
